stage,run_idx,total_runs,seconds,lr,base_ch,weight_decay,adam_betas,loss_name,huber_beta,charbonnier_eps,scheduler,cosine_eta_min,plateau_factor,plateau_patience,grad_clip_norm,batch_size,val_mae,val_mse,val_rmse,val_norm_acc,config_json
stage1,460,576,52.137,5e-05,48,0.0,"(0.5, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.08490794920921325,0.015115274742245674,0.12294419360931884,0.9575460253953934,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,461,576,52.254,5e-05,48,1e-05,"(0.5, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.08780339324474334,0.016281600527465342,0.12759937510609268,0.9560983033776284,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,462,576,52.152,5e-05,48,0.0001,"(0.5, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.08419290733337402,0.014823760025203228,0.12175286454619139,0.957903546333313,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,463,576,52.035,0.0001,48,0.0,"(0.5, 0.999)",huber,0.1,,none,,,,0.0,32,0.08004656910896302,0.014063015624880791,0.1185875863017744,0.9599767154455185,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,464,576,52.276,0.0001,48,1e-05,"(0.5, 0.999)",huber,0.1,,none,,,,0.0,32,0.08113681226968765,0.014208200976252555,0.11919815844320983,0.9594315938651562,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,465,576,51.982,0.0001,48,0.0001,"(0.5, 0.999)",huber,0.1,,none,,,,0.0,32,0.07817785608768463,0.01358553010225296,0.11655698221150443,0.9609110719561577,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,466,576,52.222,0.0001,48,0.0,"(0.5, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.08204156386852264,0.014259370394051075,0.11941260567482427,0.9589792180657387,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,467,576,52.139,0.0001,48,1e-05,"(0.5, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.08161624491214753,0.014289376541972161,0.11953818026878342,0.9591918775439262,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,468,576,52.089,0.0001,48,0.0001,"(0.5, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.0833720696568489,0.015383936062455177,0.12403199612380338,0.9583139651715755,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,469,576,52.183,0.0002,48,0.0,"(0.5, 0.999)",huber,0.1,,none,,,,0.0,32,0.07892049574851989,0.013953891277313233,0.11812659005199987,0.96053975212574,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,470,576,52.06,0.0002,48,1e-05,"(0.5, 0.999)",huber,0.1,,none,,,,0.0,32,0.08010583084821701,0.013979806423187255,0.11823623143177076,0.9599470845758915,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,471,576,52.016,0.0002,48,0.0001,"(0.5, 0.999)",huber,0.1,,none,,,,0.0,32,0.07847419929504394,0.01372294757515192,0.11714498527530712,0.960762900352478,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,472,576,52.076,0.0002,48,0.0,"(0.5, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.08121700346469879,0.014120992973446846,0.11883178435690868,0.9593914982676506,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,473,576,51.848,0.0002,48,1e-05,"(0.5, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.08078312063217163,0.014918084926903248,0.12213961243963094,0.9596084396839142,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,474,576,52.178,0.0002,48,0.0001,"(0.5, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.08193533831834793,0.014983026251196862,0.12240517248546673,0.9590323308408261,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,475,576,51.9,0.0005,48,0.0,"(0.5, 0.999)",huber,0.1,,none,,,,0.0,32,0.144641251206398,0.07176974761486053,0.26789876374268795,0.927679374396801,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,476,576,51.456,0.0005,48,1e-05,"(0.5, 0.999)",huber,0.1,,none,,,,0.0,32,0.07690901058912278,0.01335030783712864,0.11554353221677377,0.9615454947054386,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,477,576,52.383,0.0005,48,0.0001,"(0.5, 0.999)",huber,0.1,,none,,,,0.0,32,0.07615729427337646,0.013327985376119613,0.11544689418134908,0.9619213528633118,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,478,576,52.217,0.0005,48,0.0,"(0.5, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.0770872710943222,0.013489083260297775,0.11614251271734126,0.9614563644528389,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,479,576,52.153,0.0005,48,1e-05,"(0.5, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.07716125071048736,0.013359313696622849,0.11558249736280511,0.9614193746447564,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,480,576,52.005,0.0005,48,0.0001,"(0.5, 0.999)",huber,0.1,,cosine,0.0,,,0.0,32,0.07756288570165634,0.013580248259007931,0.11653432223601737,0.9612185571491718,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""huber_beta"": 0.1, ""loss_name"": ""huber"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,481,576,52.125,5e-05,48,0.0,"(0.5, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.10274348628520966,0.034858597099781036,0.18670457171633756,0.9486282568573952,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,482,576,52.239,5e-05,48,1e-05,"(0.5, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.08325906550884246,0.0154891277551651,0.12445532433433734,0.9583704672455787,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,483,576,52.062,5e-05,48,0.0001,"(0.5, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.07976147902011871,0.014362287104129791,0.11984275991535655,0.9601192604899407,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,484,576,52.268,5e-05,48,0.0,"(0.5, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.08429011237621307,0.016142181277275087,0.1270518841941161,0.9578549438118935,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,485,576,52.449,5e-05,48,1e-05,"(0.5, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.08487838119268418,0.015860986143350603,0.12594040711126275,0.957560809403658,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,486,576,52.285,5e-05,48,0.0001,"(0.5, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.08805254077911377,0.01660266515612602,0.1288513296637874,0.9559737296104431,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,487,576,52.247,0.0001,48,0.0,"(0.5, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.0793430671095848,0.013845342859625817,0.11766623500233964,0.9603284664452076,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,488,576,52.251,0.0001,48,1e-05,"(0.5, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.25337602400779724,0.16989183580875397,0.41217937334218213,0.8733119879961013,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,489,576,52.313,0.0001,48,0.0001,"(0.5, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.08367335218191146,0.015375816076993943,0.12399925837275778,0.9581633239090442,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,490,576,52.078,0.0001,48,0.0,"(0.5, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.08202532207965851,0.014599299550056458,0.12082756121869075,0.9589873389601707,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,491,576,51.874,0.0001,48,1e-05,"(0.5, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.08193358516693115,0.015338701605796813,0.1238495119320089,0.9590332074165344,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,492,576,51.998,0.0001,48,0.0001,"(0.5, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.07939785712957383,0.014497371062636375,0.12040502922484748,0.960301071435213,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,493,576,52.086,0.0002,48,0.0,"(0.5, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.07753279864788055,0.013883374065160752,0.11782773045917821,0.9612336006760597,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,494,576,52.082,0.0002,48,1e-05,"(0.5, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.07725419390201568,0.013428409926593304,0.11588101624767236,0.9613729030489921,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,495,576,51.886,0.0002,48,0.0001,"(0.5, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.0792512292265892,0.014447825387120247,0.1201991072642399,0.9603743853867054,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,496,576,52.28,0.0002,48,0.0,"(0.5, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.07894484913349152,0.014184716925024985,0.11909960925639086,0.9605275754332543,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,497,576,52.026,0.0002,48,1e-05,"(0.5, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.07780615592002868,0.01378092373907566,0.11739217920745683,0.9610969220399856,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,498,576,52.083,0.0002,48,0.0001,"(0.5, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.0795246782898903,0.014370170027017593,0.11987564401085649,0.9602376608550549,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0002, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,499,576,52.01,0.0005,48,0.0,"(0.5, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.07807496333122253,0.014202950656414031,0.11917613291432992,0.9609625183343887,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,500,576,51.949,0.0005,48,1e-05,"(0.5, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.07778290188312531,0.013910663709044457,0.11794347675494588,0.9611085490584373,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,501,576,52.228,0.0005,48,0.0001,"(0.5, 0.999)",charbonnier,,0.001,none,,,,0.0,32,0.07724608117341995,0.013507873021066189,0.11622337553636183,0.96137695941329,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0005, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,502,576,52.169,0.0005,48,0.0,"(0.5, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.07694644582271576,0.013775480657815933,0.11736899359633247,0.9615267770886421,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,503,576,51.838,0.0005,48,1e-05,"(0.5, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.07647019636631013,0.01363556208461523,0.11677140953424871,0.9617649018168449,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,504,576,51.937,0.0005,48,0.0001,"(0.5, 0.999)",charbonnier,,0.001,cosine,0.0,,,0.0,32,0.07655487668514252,0.013559993632137776,0.11644738568185108,0.9617225616574288,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 48, ""batch_size"": 32, ""charbonnier_eps"": 0.001, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""charbonnier"", ""lr"": 0.0005, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,505,576,65.676,5e-05,64,0.0,"(0.5, 0.999)",l1,,,none,,,,0.0,32,0.08748025661706925,0.020431725025177,0.1429395852280851,0.9562598716914654,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,506,576,65.713,5e-05,64,1e-05,"(0.5, 0.999)",l1,,,none,,,,0.0,32,0.08145176005363465,0.014452310599386693,0.12021776324398442,0.9592741199731827,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,507,576,66.053,5e-05,64,0.0001,"(0.5, 0.999)",l1,,,none,,,,0.0,32,0.08130669677257538,0.014583180710673332,0.12076084096541119,0.9593466516137124,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,508,576,65.459,5e-05,64,0.0,"(0.5, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.0848030663728714,0.01578493896126747,0.12563812702069174,0.9575984668135643,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,509,576,65.759,5e-05,64,1e-05,"(0.5, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08494293606281281,0.015075295686721802,0.12278149570159912,0.9575285319685936,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,510,576,66.255,5e-05,64,0.0001,"(0.5, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08602302432060242,0.015260350175201894,0.12353278987864677,0.9569884878396988,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 5e-05, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,511,576,65.473,0.0001,64,0.0,"(0.5, 0.999)",l1,,,none,,,,0.0,32,0.07777727311849594,0.013677185446023941,0.11694949955439717,0.961111363440752,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,512,576,65.565,0.0001,64,1e-05,"(0.5, 0.999)",l1,,,none,,,,0.0,32,0.09907716083526612,0.02981541681289673,0.17267141284212836,0.950461419582367,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,513,576,65.488,0.0001,64,0.0001,"(0.5, 0.999)",l1,,,none,,,,0.0,32,0.07922302031517028,0.013724244222044945,0.11715051951248422,0.9603884898424149,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
stage1,514,576,65.475,0.0001,64,0.0,"(0.5, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08051564425230026,0.014526689469814301,0.12052671682998048,0.9597421778738499,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0}"
stage1,515,576,65.182,0.0001,64,1e-05,"(0.5, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08020728528499603,0.014317959636449815,0.11965767688054876,0.959896357357502,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 1e-05}"
stage1,516,576,65.754,0.0001,64,0.0001,"(0.5, 0.999)",l1,,,cosine,0.0,,,0.0,32,0.08040259283781051,0.014236683696508408,0.11931757496910675,0.9597987035810948,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""cosine_eta_min"": 0.0, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0001, ""scheduler"": ""cosine"", ""weight_decay"": 0.0001}"
stage1,517,576,65.638,0.0002,64,0.0,"(0.5, 0.999)",l1,,,none,,,,0.0,32,0.07753673374652863,0.013599988602101803,0.1166189890288104,0.9612316331267357,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0}"
stage1,518,576,65.713,0.0002,64,1e-05,"(0.5, 0.999)",l1,,,none,,,,0.0,32,0.07794858020544052,0.014144618101418018,0.11893114857520723,0.9610257098972798,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 1e-05}"
stage1,519,576,65.514,0.0002,64,0.0001,"(0.5, 0.999)",l1,,,none,,,,0.0,32,0.07995199632644653,0.014328815959393977,0.11970303237342811,0.9600240018367767,"{""adam_betas"": [0.5, 0.999], ""base_ch"": 64, ""batch_size"": 32, ""grad_clip_norm"": 0.0, ""loss_name"": ""l1"", ""lr"": 0.0002, ""scheduler"": ""none"", ""weight_decay"": 0.0001}"
